******************************************************************
--- domain decomposition solver summary ---
preconditioner                   = GDSW
Krylov method                    = Right GMRES (gmres)
solver option                    = Esmond
number of processors             = 8
total number of unknowns         = 112896
minimum subdomain size           = 14154
maximum subdomain size           = 14946
number of Type 1 constraints     = 243
number of Type 2 constraints     = 0
maxNumNonZeros in Tran Matrix    = 1
maxNumTermsForType1Constraints   = 250
max depend dofs for master dof   = 2
overlap                          = 2
using interface preconditioner   = no
coarse correction                = multiplicative
solver tolerance                 = 1e-08
maximum number of iterations     = 1000
maximum number of restarts       = 1
maximum stored directions        = 1000
stored direction cull method     = simple
linear solver execution space    = host
orthogonalization execution space= host
solving scaled problem           = no
operator diagonal magnitudes (after constraint elimination) ---
min at node 15807                = 1.87665e+08
max at node 14792                = 4.98525e+09
max/min                          = 26.5646
Rigid Body Norm for Mode 1       = 1.77912e-10
Rigid Body Norm for Mode 2       = 1.77912e-10
Rigid Body Norm for Mode 3       = 1.77912e-10
Rigid Body Norm for Mode 4       = 1.75368e-10
Rigid Body Norm for Mode 5       = 1.79587e-10
Rigid Body Norm for Mode 6       = 1.79584e-10
maximum overlap rows             = 16848
coarse space type                = large
number of coarse levels          = 1
coarse level 1 dimension         = 42
coarse processor MPI rank        = 0
solver initialization time       = 2.83201 seconds
                           Recursive      Actual
                            Relative    Relative
Solve  Iter  Total  Avg     Residual    Residual     CPU (s)   Total (s)      Avg (s)
    1    14     14   14   6.9115e-09 6.91193e-09    0.336718    0.336718     0.336718
    2    16     30   15  3.80939e-09 6.32076e-09    0.398217    0.734935     0.367468
    3    16     46   15  3.95733e-09  4.6893e-09    0.425833     1.16077     0.386923
    4    15     61   15    7.357e-09 7.37589e-09    0.411068     1.57184     0.392959
    5    15     76   15  2.67233e-09 2.68955e-09    0.424498     1.99633     0.399267
    6    13     89   14  7.47482e-09 7.79122e-09    0.375558     2.37189     0.395315
    7    11    100   14  8.11508e-09 8.27102e-09    0.337766     2.70966     0.387094
    8    10    110   13  2.26535e-09 2.26633e-09    0.313398     3.02306     0.377882
    9     9    119   13  9.56912e-09 1.26621e-08    0.282426     3.30548     0.367276
   10     9    128   12  5.79335e-09 6.95222e-09    0.288467     3.59395     0.359395
   11     9    137   12  9.69414e-09 9.71183e-09     0.29365      3.8876     0.353418
   12     9    146   12  2.33373e-09 2.33637e-09    0.298328     4.18593     0.348827
   13     9    155   11  1.77966e-09 1.78059e-09    0.305274      4.4912     0.345477
   14     9    164   11  2.95997e-09 2.99837e-09    0.315839     4.80704      0.34336
   15     9    173   11  1.16461e-09 1.08667e-08     0.31934     5.12638     0.341759
   16     8    181   11   9.7032e-09  9.8758e-09    0.285229     5.41161     0.338226
   17     8    189   11  5.53394e-09 5.53389e-09    0.293885     5.70549     0.335617
   18     8    197   10  4.62437e-09 4.62462e-09    0.296302     6.00179     0.333433
   19     8    205   10  6.28613e-09 6.31877e-09    0.306046     6.30784     0.331992
   20     8    213   10  5.31746e-09 1.30066e-08    0.304659      6.6125     0.330625
   21     8    221   10  2.84026e-09 2.89341e-09    0.309406     6.92191     0.329615
   22     8    229   10  1.15802e-09 1.15828e-09    0.318965     7.24087      0.32913
   23     7    236   10  9.87854e-09 9.87857e-09     0.28158     7.52245     0.327063
   24     7    243   10  9.33451e-09 1.55684e-08    0.292767     7.81522     0.325634
   25     7    250   10  8.22993e-09 9.01968e-09    0.289531     8.10475      0.32419
   26     7    257    9  5.59293e-09 5.59292e-09    0.288555      8.3933     0.322819
   27     7    264    9  7.45273e-09 7.45293e-09    0.291417     8.68472     0.321656
   28     7    271    9  2.44969e-09 2.86693e-09     0.29849     8.98321     0.320829
   29     7    278    9    2.402e-09 1.27369e-08    0.306168     9.28938     0.320323
   30     7    285    9  1.61945e-09 1.62016e-09    0.302949     9.59233     0.319744
   31     7    292    9  1.79339e-09 1.79362e-09    0.306316     9.89864     0.319311
   32     7    299    9  7.96854e-10 7.97223e-10    0.313382      10.212     0.319126
   33     7    306    9  3.51925e-10 3.52413e-10    0.315147     10.5272     0.319005
   34     6    312    9  8.06154e-09 8.06155e-09    0.275535     10.8027     0.317727
   35     7    319    9  4.94139e-10 4.94426e-10    0.327153     11.1299     0.317996
   36     6    325    9  3.86113e-09 3.86118e-09    0.280293     11.4102     0.316949
   37     6    331    8  7.56769e-09 7.56776e-09    0.283963     11.6941     0.316057
   38     6    337    8   5.2787e-09 5.27873e-09    0.290311     11.9844      0.31538
   39     6    343    8   2.2467e-09 2.24671e-09    0.290476     12.2749     0.314741
   40     6    349    8  1.18021e-09 1.18025e-09    0.289541     12.5644     0.314111
   41     6    355    8  1.49954e-09 1.49957e-09    0.293181     12.8576     0.313601
   42     6    361    8  1.27999e-09 1.28002e-09    0.297612     13.1552      0.31322
   43     6    367    8  9.11293e-10 9.11357e-10    0.297026     13.4523     0.312843
   44     6    373    8  1.10715e-09 1.10737e-09    0.302438     13.7547     0.312607
   45     6    379    8  4.56515e-10 4.56998e-10    0.302341      14.057     0.312379
   46     6    385    8  5.46122e-10 5.46566e-10    0.305167     14.3622     0.312222
   47     6    391    8  4.65473e-10  4.6628e-10    0.307137     14.6693     0.312114
   48     6    397    8  3.81892e-10 3.82011e-10    0.316785     14.9861     0.312211
   49     6    403    8  2.49286e-10 2.49538e-10    0.312845      15.299     0.312224
   50     6    409    8  2.55527e-10 2.55864e-10    0.319095     15.6181     0.312361
   51     5    414    8  9.96924e-09 9.96922e-09    0.275595     15.8937     0.311641
   52     5    419    8  8.23876e-09 8.23881e-09     0.27678     16.1704      0.31097
   53     5    424    8  7.58125e-09 7.58129e-09    0.278532      16.449     0.310358
   54     5    429    7  5.67244e-09 5.67244e-09    0.274514     16.7235     0.309694
   55     5    434    7  6.45987e-09 6.45987e-09    0.278145     17.0016     0.309121
   56     5    439    7  5.64237e-09 5.64238e-09    0.282217     17.2839      0.30864
   57     5    444    7  5.45183e-09 5.45189e-09    0.291616     17.5755     0.308342
   58     5    449    7  4.59995e-09 4.59998e-09    0.283461     17.8589     0.307913
   59     5    454    7  4.04343e-09 4.04343e-09    0.284868     18.1438     0.307522
   60     5    459    7  4.18482e-09 4.18487e-09    0.293385     18.4372     0.307286
   61     5    464    7   4.0625e-09 4.06257e-09    0.297635     18.7348     0.307128
   62     5    469    7  3.53319e-09 3.53322e-09    0.298806     19.0336     0.306994
   63     5    474    7  3.26699e-09 3.26704e-09    0.295619     19.3292     0.306813
   64     5    479    7  2.71636e-09 2.71638e-09    0.294069     19.6233     0.306614
   65     5    484    7    1.427e-09 1.42702e-09    0.298615     19.9219     0.306491
   66     5    489    7  1.45832e-09 1.45835e-09    0.298016     20.2199     0.306363
   67     5    494    7   1.6261e-09 1.62621e-09    0.350879     20.5708     0.307027
   68     5    499    7  1.64965e-09 1.64976e-09     0.43893     21.0098     0.308967
   69     5    504    7  1.30314e-09 1.30319e-09    0.442703     21.4525     0.310905
   70     5    509    7  9.80869e-10 9.80916e-10    0.449642     21.9021     0.312887
   71     5    514    7  6.88788e-10 6.88831e-10    0.446194     22.3483     0.314765
   72     5    519    7  3.00915e-10 3.01029e-10    0.445585     22.7939     0.316582
   73     5    524    7  2.93939e-10 2.94016e-10      0.4494     23.2433     0.318401
